"","SN","Id","tree_id","location","species","UTM","X","Y","district","forest_type","dev_status","density","quality","crown","st_ht","cr_ht","Ht","dbh","Hx","Dx","v_ob","Vol_tree","x","y","predictions","pred_model1","pred_sm","pred_fit"
"413",413,20,"124ds","Banka,motipur","Sal",44,442602,3195389,"Kanchanpur","sal asna",4,60,1,1,69,13.5,32,69.2,30,10.4,0.023020912,3.85913515,0.9375,10.4,6.94961685812242,6.94961685812242,6.07695554507865,0.120808491467594
"414",414,20,"124ds","Banka,motipur","Sal",44,442602,3195389,"Kanchanpur","sal asna",4,60,1,1,69,13.5,32,69.2,28,13.6,0.037491446,3.85913515,0.875,13.6,10.9829345099894,10.9829345099894,11.2204999378605,0.202227739737111
"415",415,20,"124ds","Banka,motipur","Sal",44,442602,3195389,"Kanchanpur","sal asna",4,60,1,1,69,13.5,32,69.2,26,17.1,0.019469437,3.85913515,0.8125,17.1,15.0162521618564,15.0162521618564,15.9457628193046,0.266531682377256
"416",416,20,"124ds","Banka,motipur","Sal",44,442602,3195389,"Kanchanpur","sal asna",4,60,1,1,69,13.5,32,69.2,25,20,0.052185822,3.85913515,0.78125,20,17.0329109877899,17.0329109877899,18.1935998437371,0.298108143331195
"417",417,20,"124ds","Banka,motipur","Sal",44,442602,3195389,"Kanchanpur","sal asna",4,60,1,1,69,13.5,32,69.2,24,25.2,0.102152156,3.85913515,0.75,25.2,19.0495698137234,19.0495698137234,20.3873398708896,0.331067430441664
"418",418,20,"124ds","Banka,motipur","Sal",44,442602,3195389,"Kanchanpur","sal asna",4,60,1,1,69,13.5,32,69.2,22,25.8,0.116968255,3.85913515,0.6875,25.8,23.0828874655904,23.0828874655904,24.6556646464188,0.403140710564161
"419",419,20,"124ds","Banka,motipur","Sal",44,442602,3195389,"Kanchanpur","sal asna",4,60,1,1,69,13.5,32,69.2,20,28.7,0.141632957,3.85913515,0.625,28.7,27.1162051174574,27.1162051174574,28.7645221889947,0.482534517692388
"420",420,20,"124ds","Banka,motipur","Sal",44,442602,3195389,"Kanchanpur","sal asna",4,60,1,1,69,13.5,32,69.2,18,31.3,0.203231489,3.85913515,0.5625,31.3,31.1495227693243,31.1495227693243,32.7035354140441,0.564027767821487
"421",421,20,"124ds","Banka,motipur","Sal",44,442602,3195389,"Kanchanpur","sal asna",4,60,1,1,69,13.5,32,69.2,16,40.1,0.254474851,3.85913515,0.5,40.1,35.1828404211913,35.1828404211913,36.4623272369942,0.639913950727742
"422",422,20,"124ds","Banka,motipur","Sal",44,442602,3195389,"Kanchanpur","sal asna",4,60,1,1,69,13.5,32,69.2,14,40.4,0.27071248,3.85913515,0.4375,40.4,39.2161580730583,39.2161580730583,40.0305205732721,0.702519782702256
"423",423,20,"124ds","Banka,motipur","Sal",44,442602,3195389,"Kanchanpur","sal asna",4,60,1,1,69,13.5,32,69.2,12,42.6,0.316755089,3.85913515,0.375,42.6,43.2494757249253,43.2494757249253,43.388880255004,0.7467238592846
"424",424,20,"124ds","Banka,motipur","Sal",44,442602,3195389,"Kanchanpur","sal asna",4,60,1,1,69,13.5,32,69.2,8,45.8,0.345693802,3.85913515,0.25,45.8,51.3161110286593,51.3161110286593,49.146641250244,0.787312441075379
"425",425,20,"124ds","Banka,motipur","Sal",44,442602,3195389,"Kanchanpur","sal asna",4,60,1,1,69,13.5,32,69.2,10,47.1,0.338971777,3.85913515,0.3125,47.1,47.2827933767923,47.2827933767923,46.4607629407664,0.772475307996476
"426",426,20,"124ds","Banka,motipur","Sal",44,442602,3195389,"Kanchanpur","sal asna",4,60,1,1,69,13.5,32,69.2,6,48,0.394952522,3.85913515,0.1875,48,55.3494286805263,55.3494286805263,51.3469285396405,0.80888140820825
"427",427,20,"124ds","Banka,motipur","Sal",44,442602,3195389,"Kanchanpur","sal asna",4,60,1,1,69,13.5,32,69.2,4,52.2,0.265810483,3.85913515,0.125,52.2,59.3827463323933,59.3827463323933,52.9620381651597,0.867454849265146
"428",428,20,"124ds","Banka,motipur","Sal",44,442602,3195389,"Kanchanpur","sal asna",4,60,1,1,69,13.5,32,69.2,2.8,54,0.293956438,3.85913515,0.0875,54,61.8027369235135,61.8027369235135,53.6312965893093,0.938549382390119
"429",429,20,"124ds","Banka,motipur","Sal",44,442602,3195389,"Kanchanpur","sal asna",4,60,1,1,69,13.5,32,69.2,1.8,67.6,0.183746335,3.85913515,0.05625,67.6,63.819395749447,63.819395749447,56.3686383798362,1.02934544201461
"430",430,20,"124ds","Banka,motipur","Sal",44,442602,3195389,"Kanchanpur","sal asna",4,60,1,1,69,13.5,32,69.2,1.3,69.2,0.191333058,3.85913515,0.040625,69.2,64.8277251624137,64.8277251624137,60.619071582219,1.08836338922725
"431",431,20,"124ds","Banka,motipur","Sal",44,442602,3195389,"Kanchanpur","sal asna",4,60,1,1,69,13.5,32,69.2,0.8,70.4,0.298395378,3.85913515,0.025,70.4,65.8360545753804,65.8360545753804,67.9833683031488,1.15804233295891
"432",432,20,"124ds","Banka,motipur","Sal",44,442602,3195389,"Kanchanpur","sal asna",4,60,1,1,69,13.5,32,69.2,0.3,101.2,3.85913515,3.85913515,0.009375,101.2,66.8443839883472,66.8443839883472,79.3560450279763,1.23967029844263
"433",433,21,"125ds","Banka,motipur","Sal",44,442596,3195401,"Kanchanpur","sal asna",4,60,1,1,69,13.8,34,60.8,34,0,0.004901525,4.298771228,1,0,2.91629920625543,2.91629920625543,0.380533959480402,-0.00763321063843492
"434",434,21,"125ds","Banka,motipur","Sal",44,442596,3195401,"Kanchanpur","sal asna",4,60,1,1,69,13.8,34,60.8,32,7.9,0.00510211,4.298771228,0.941176470588235,7.9,6.71236287860084,6.71236287860084,5.75849148090118,0.114917858273085
"435",435,21,"125ds","Banka,motipur","Sal",44,442596,3195401,"Kanchanpur","sal asna",4,60,1,1,69,13.8,34,60.8,31.2,10,0.01083629,4.298771228,0.917647058823529,10,8.230788347539,8.230788347539,7.76429796401429,0.150065011125966
"436",436,21,"125ds","Banka,motipur","Sal",44,442596,3195401,"Kanchanpur","sal asna",4,60,1,1,69,13.8,34,60.8,30,11.4,0.029565442,4.298771228,0.882352941176471,11.4,10.5084265509462,10.5084265509462,10.6396897844112,0.193991643697268
"437",437,21,"125ds","Banka,motipur","Sal",44,442596,3195401,"Kanchanpur","sal asna",4,60,1,1,69,13.8,34,60.8,28,15.7,0.03300291,4.298771228,0.823529411764706,15.7,14.3044902232916,14.3044902232916,15.136342163586,0.255516716556063
"438",438,21,"125ds","Banka,motipur","Sal",44,442596,3195401,"Kanchanpur","sal asna",4,60,1,1,69,13.8,34,60.8,26.7,20,0.024299503,4.298771228,0.785294117647059,20,16.7719316103161,16.7719316103161,17.9061074926255,0.293962873985337
"439",439,21,"125ds","Banka,motipur","Sal",44,442596,3195401,"Kanchanpur","sal asna",4,60,1,1,69,13.8,34,60.8,26,22,0.089081159,4.298771228,0.764705882352941,22,18.100553895637,18.100553895637,19.3606619120011,0.315333721336363
"440",440,21,"125ds","Banka,motipur","Sal",44,442596,3195401,"Kanchanpur","sal asna",4,60,1,1,69,13.8,34,60.8,24,25.5,0.120813451,4.298771228,0.705882352941177,25.5,21.8966175679824,21.8966175679824,23.4163640214566,0.381055421720556
"441",441,21,"125ds","Banka,motipur","Sal",44,442596,3195401,"Kanchanpur","sal asna",4,60,1,1,69,13.8,34,60.8,22,29.8,0.161068632,4.298771228,0.647058823529412,29.8,25.6926812403278,25.6926812403278,27.3331967831141,0.453926746217157
"442",442,21,"125ds","Banka,motipur","Sal",44,442596,3195401,"Kanchanpur","sal asna",4,60,1,1,69,13.8,34,60.8,20,34.1,0.205330011,4.298771228,0.588235294117647,34.1,29.4887449126732,29.4887449126732,31.1028235061047,0.53068483379125
"443",443,21,"125ds","Banka,motipur","Sal",44,442596,3195401,"Kanchanpur","sal asna",4,60,1,1,69,13.8,34,60.8,18,38.1,0.234689684,4.298771228,0.529411764705882,38.1,33.2848085850186,33.2848085850186,34.7165927476417,0.6054190794951
"444",444,21,"125ds","Banka,motipur","Sal",44,442596,3195401,"Kanchanpur","sal asna",4,60,1,1,69,13.8,34,60.8,16,39.2,0.257907726,4.298771228,0.470588235294118,39.2,37.080872257364,37.080872257364,38.1658530649384,0.671431180098676
"445",445,21,"125ds","Banka,motipur","Sal",44,442596,3195401,"Kanchanpur","sal asna",4,60,1,1,69,13.8,34,60.8,14,41.8,0.285836446,4.298771228,0.411764705882353,41.8,40.8769359297094,40.8769359297094,41.4417116308007,0.723095179720191
"446",446,21,"125ds","Banka,motipur","Sal",44,442596,3195401,"Kanchanpur","sal asna",4,60,1,1,69,13.8,34,60.8,12,43.5,0.309067838,4.298771228,0.352941176470588,43.5,44.6729996020548,44.6729996020548,44.5109075999905,0.757717515456665
"447",447,21,"125ds","Banka,motipur","Sal",44,442596,3195401,"Kanchanpur","sal asna",4,60,1,1,69,13.8,34,60.8,10,45.2,0.415623592,4.298771228,0.294117647058824,45.2,48.4690632744002,48.4690632744002,47.2952562138654,0.777397063014457
"448",448,21,"125ds","Banka,motipur","Sal",44,442596,3195401,"Kanchanpur","sal asna",4,60,1,1,69,13.8,34,60.8,4,53.9,0.282049839,4.298771228,0.117647058823529,53.9,59.8572542914364,59.8572542914364,53.1089576081339,0.87871527106099
"449",449,21,"125ds","Banka,motipur","Sal",44,442596,3195401,"Kanchanpur","sal asna",4,60,1,1,69,13.8,34,60.8,2.8,55.5,0.257652086,4.298771228,0.0823529411764706,55.5,62.1348924948437,62.1348924948437,53.7726357838079,0.951278211497914
"450",450,21,"125ds","Banka,motipur","Sal",44,442596,3195401,"Kanchanpur","sal asna",4,60,1,1,69,13.8,34,60.8,8,57,0.517549559,4.298771228,0.235294117647059,57,52.2651269467456,52.2651269467456,49.7117314408789,0.79088518233982
"451",451,21,"125ds","Banka,motipur","Sal",44,442596,3195401,"Kanchanpur","sal asna",4,60,1,1,69,13.8,34,60.8,6,57.8,0.490549152,4.298771228,0.176470588235294,57.8,56.061190619091,56.061190619091,51.6773072494839,0.815445763249441
"452",452,21,"125ds","Banka,motipur","Sal",44,442596,3195401,"Kanchanpur","sal asna",4,60,1,1,69,13.8,34,60.8,1.8,59,0.140928475,4.298771228,0.0529411764705882,59,64.0329243310164,64.0329243310164,57.0533475693125,1.04101479500698
"453",453,21,"125ds","Banka,motipur","Sal",44,442596,3195401,"Kanchanpur","sal asna",4,60,1,1,69,13.8,34,60.8,1.3,60.8,0.15914839,4.298771228,0.0382352941176471,60.8,64.9819402491027,64.9819402491027,61.5214069548507,1.09829849585167
"454",454,21,"125ds","Banka,motipur","Sal",44,442596,3195401,"Kanchanpur","sal asna",4,60,1,1,69,13.8,34,60.8,0.8,66.4,0.263767408,4.298771228,0.0235294117647059,66.4,65.9309561671891,65.9309561671891,68.8689542714629,1.16519487364168
"455",455,21,"125ds","Banka,motipur","Sal",44,442596,3195401,"Kanchanpur","sal asna",4,60,1,1,69,13.8,34,60.8,0.3,95,4.298771228,4.298771228,0.00882352941176471,95,66.8799720852754,66.8799720852754,79.8417537210614,1.24278635032059
"456",456,22,"14ds","bansal","sal",44,437843,3193082,"kanchanpur","sal asna",4,40,1,1,75,6.4,29.6,53.9,29.6,0,0.000955644,2.647831888,1,0,2.91629920625543,2.91629920625543,0.380533959480402,-0.00763321063843492
"457",457,22,"14ds","bansal","sal",44,437843,3193082,"kanchanpur","sal asna",4,40,1,1,75,6.4,29.6,53.9,28,3.9,0.007276499,2.647831888,0.945945945945946,3.9,6.40457393219445,6.40457393219445,5.34245330237975,0.107027511609846
"458",458,22,"14ds","bansal","sal",44,437843,3193082,"kanchanpur","sal asna",4,40,1,1,75,6.4,29.6,53.9,26,8.8,0.006271062,2.647831888,0.878378378378378,8.8,10.7649173396182,10.7649173396182,10.9543733717108,0.198473509193731
"459",459,22,"14ds","bansal","sal",44,437843,3193082,"kanchanpur","sal asna",4,40,1,1,75,6.4,29.6,53.9,25.1,10,0.017386318,2.647831888,0.847972972972973,10,12.7270718729589,12.7270718729589,13.3073006416095,0.230858467072443
"460",460,22,"14ds","bansal","sal",44,437843,3193082,"kanchanpur","sal asna",4,40,1,1,75,6.4,29.6,53.9,23.9,16.4,0.044657679,2.647831888,0.807432432432432,16.4,15.3432779174132,15.3432779174132,16.3146520667016,0.271599680673963
"461",461,22,"14ds","bansal","sal",44,437843,3193082,"kanchanpur","sal asna",4,40,1,1,75,6.4,29.6,53.9,22.2,20,0.006442038,2.647831888,0.75,20,19.0495698137234,19.0495698137234,20.3873398708896,0.331067430441668
"462",462,22,"14ds","bansal","sal",44,437843,3193082,"kanchanpur","sal asna",4,40,1,1,75,6.4,29.6,53.9,22,20.5,0.07674763,2.647831888,0.743243243243243,20.5,19.4856041544658,19.4856041544658,20.8561528680157,0.338445197693408
"463",463,22,"14ds","bansal","sal",44,437843,3193082,"kanchanpur","sal asna",4,40,1,1,75,6.4,29.6,53.9,20,23.6,0.098479742,2.647831888,0.675675675675676,23.6,23.8459475618895,23.8459475618895,25.445562436101,0.417704728978209
"464",464,22,"14ds","bansal","sal",44,437843,3193082,"kanchanpur","sal asna",4,40,1,1,75,6.4,29.6,53.9,18,26.4,0.138482582,2.647831888,0.608108108108108,26.4,28.2062909693133,28.2062909693133,29.8463023589914,0.504650244750925
"465",465,22,"14ds","bansal","sal",44,437843,3193082,"kanchanpur","sal asna",4,40,1,1,75,6.4,29.6,53.9,15.8,30.1,0.133731534,2.647831888,0.533783783783784,30.1,33.0026687174795,33.0026687174795,34.4535543387577,0.600083817014468
"466",466,22,"14ds","bansal","sal",44,437843,3193082,"kanchanpur","sal asna",4,40,1,1,75,6.4,29.6,53.9,14,31.4,0.155784864,2.647831888,0.472972972972973,31.4,36.9269777841608,36.9269777841608,38.0293275374305,0.66900329375319
"467",467,22,"14ds","bansal","sal",44,437843,3193082,"kanchanpur","sal asna",4,40,1,1,75,6.4,29.6,53.9,12.2,34.9,0.237977657,2.647831888,0.412162162162162,34.9,40.8512868508422,40.8512868508422,41.4201938909355,0.722802519970086
"468",468,22,"14ds","bansal","sal",44,437843,3193082,"kanchanpur","sal asna",4,40,1,1,75,6.4,29.6,53.9,10,39.2,0.26187544,2.647831888,0.337837837837838,39.2,45.6476645990084,45.6476645990084,45.2563057114578,0.763976863613543
"469",469,22,"14ds","bansal","sal",44,437843,3193082,"kanchanpur","sal asna",4,40,1,1,75,6.4,29.6,53.9,8,42.4,0.303783835,2.647831888,0.27027027027027,42.4,50.0080080064322,50.0080080064322,48.3239344809717,0.782848430939292
"470",470,22,"14ds","bansal","sal",44,437843,3193082,"kanchanpur","sal asna",4,40,1,1,75,6.4,29.6,53.9,6,45.5,0.340539385,2.647831888,0.202702702702703,45.5,54.3683514138559,54.3683514138559,50.8617836751809,0.801618515295126
"471",471,22,"14ds","bansal","sal",44,437843,3193082,"kanchanpur","sal asna",4,40,1,1,75,6.4,29.6,53.9,4,47.6,0.224574526,2.647831888,0.135135135135135,47.6,58.7286948212797,58.7286948212797,52.7440256984255,0.853752916004455
"472",472,22,"14ds","bansal","sal",44,437843,3193082,"kanchanpur","sal asna",4,40,1,1,75,6.4,29.6,53.9,2.8,50,0.205994438,2.647831888,0.0945945945945946,50,61.344900865734,61.344900865734,53.5064063286129,0.92229086010766
"473",473,22,"14ds","bansal","sal",44,437843,3193082,"kanchanpur","sal asna",4,40,1,1,75,6.4,29.6,53.9,1.8,52.4,0.110953264,2.647831888,0.0608108108108108,52.4,63.5250725694458,63.5250725694458,55.5862305795858,1.01395293869903
"474",474,22,"14ds","bansal","sal",44,437843,3193082,"kanchanpur","sal asna",4,40,1,1,75,6.4,29.6,53.9,1.3,53.9,0.122410511,2.647831888,0.0439189189189189,53.9,64.6151584213018,64.6151584213018,59.4940403955612,1.07507663558458
"475",475,22,"14ds","bansal","sal",44,437843,3193082,"kanchanpur","sal asna",4,40,1,1,75,6.4,29.6,53.9,0.8,57.7,0.153507238,2.647831888,0.027027027027027,57.7,65.7052442731577,65.7052442731577,66.82074256857,1.14835659293865
"476",476,22,"14ds","bansal","sal",44,437843,3193082,"kanchanpur","sal asna",4,40,1,1,75,6.4,29.6,53.9,0.3,67,0.073729984,2.647831888,0.0101351351351351,67,66.7953301250137,66.7953301250137,78.6965575211427,1.23540237333716
"477",477,22,"14ds","bansal","sal",44,437843,3193082,"kanchanpur","sal asna",4,40,1,1,75,6.4,29.6,53.9,0.15,89.6,2.721561872,2.647831888,0.00506756756756757,89.6,67.1223558805705,67.1223558805705,83.3153469520977,1.26445523254636
"478",478,23,"15ds","bansal","sal",44,438180,3193372,"kanchanpur","sal",4,50,1,1,75,4.3,29.2,67.2,29.2,0,0.012958688,4.311772483,1,0,2.91629920625543,2.91629920625543,0.380533959480402,-0.00763321063843492
"479",479,23,"15ds","bansal","sal",44,438180,3193372,"kanchanpur","sal",4,50,1,1,75,4.3,29.2,67.2,25.9,10,0.023147946,4.311772483,0.886986301369863,10,10.2094215356588,10.2094215356588,10.2706276926746,0.188670136370337
"480",480,23,"15ds","bansal","sal",44,438180,3193372,"kanchanpur","sal",4,50,1,1,75,4.3,29.2,67.2,24,14.5,0.028344226,4.311772483,0.821917808219178,14.5,14.4084919677395,14.4084919677395,15.2551933225527,0.257126743565374
"481",481,23,"15ds","bansal","sal",44,438180,3193372,"kanchanpur","sal",4,50,1,1,75,4.3,29.2,67.2,23,20,0.031013631,4.311772483,0.787671232876712,20,16.6185290372556,16.6185290372556,17.7366832506642,0.291536673552586
"482",482,23,"15ds","bansal","sal",44,438180,3193372,"kanchanpur","sal",4,50,1,1,75,4.3,29.2,67.2,22,23.8,0.105621157,4.311772483,0.753424657534247,23.8,18.8285661067718,18.8285661067718,20.149052124151,0.327364659495773
"483",483,23,"15ds","bansal","sal",44,438180,3193372,"kanchanpur","sal",4,50,1,1,75,4.3,29.2,67.2,20,27.9,0.152458566,4.311772483,0.684931506849315,27.9,23.2486402458041,23.2486402458041,24.8277348256622,0.406281616299207
"484",484,23,"15ds","bansal","sal",44,438180,3193372,"kanchanpur","sal",4,50,1,1,75,4.3,29.2,67.2,18,34.1,0.25068149,4.311772483,0.616438356164384,34.1,27.6687143848364,27.6687143848364,29.3143851027914,0.493731822215873
"485",485,23,"15ds","bansal","sal",44,438180,3193372,"kanchanpur","sal",4,50,1,1,75,4.3,29.2,67.2,15.8,41.7,0.268601784,4.311772483,0.541095890410959,41.7,32.5307959377719,32.5307959377719,34.0116071149778,0.591059429979556
"486",486,23,"15ds","bansal","sal",44,438180,3193372,"kanchanpur","sal",4,50,1,1,75,4.3,29.2,67.2,14,45.4,0.356654495,4.311772483,0.479452054794521,45.4,36.508862662901,36.508862662901,37.6569696138323,0.662288392127052
"487",487,23,"15ds","bansal","sal",44,438180,3193372,"kanchanpur","sal",4,50,1,1,75,4.3,29.2,67.2,12,49.8,0.407959117,4.311772483,0.410958904109589,49.8,40.9289368019333,40.9289368019333,41.4853083344786,0.723686073473641
"488",488,23,"15ds","bansal","sal",44,438180,3193372,"kanchanpur","sal",4,50,1,1,75,4.3,29.2,67.2,10,52.1,0.438818071,4.311772483,0.342465753424658,52.1,45.3490109409657,45.3490109409657,45.02998299814,0.762161854033888
"489",489,23,"15ds","bansal","sal",44,438180,3193372,"kanchanpur","sal",4,50,1,1,75,4.3,29.2,67.2,8,53.6,0.463211034,4.311772483,0.273972602739726,53.6,49.769085079998,49.769085079998,48.1684187663547,0.782039489108421
"490",490,23,"15ds","bansal","sal",44,438180,3193372,"kanchanpur","sal",4,50,1,1,75,4.3,29.2,67.2,6,55,0.518429179,4.311772483,0.205479452054795,55,54.1891592190303,54.1891592190303,50.7695458873546,0.80047996650433
"491",491,23,"15ds","bansal","sal",44,438180,3193372,"kanchanpur","sal",4,50,1,1,75,4.3,29.2,67.2,4,59.8,0.349650835,4.311772483,0.136986301369863,59.8,58.6092333580626,58.6092333580626,52.7022946093712,0.851462614233291
"492",492,23,"15ds","bansal","sal",44,438180,3193372,"kanchanpur","sal",4,50,1,1,75,4.3,29.2,67.2,2.8,62,0.317882102,4.311772483,0.0958904109589041,62,61.261277841482,61.261277841482,53.4865971943336,0.919475916240389
"493",493,23,"15ds","bansal","sal",44,438180,3193372,"kanchanpur","sal",4,50,1,1,75,4.3,29.2,67.2,1.8,65.2,0.17213221,4.311772483,0.0616438356164384,65.2,63.4713149109982,63.4713149109982,55.4619995661685,1.01122621081721
"494",494,23,"15ds","bansal","sal",44,438180,3193372,"kanchanpur","sal",4,50,1,1,75,4.3,29.2,67.2,1.3,67.2,0.190167757,4.311772483,0.0445205479452055,67.2,64.5763334457562,64.5763334457562,59.3028427889668,1.07270005724684
"495",495,23,"15ds","bansal","sal",44,438180,3193372,"kanchanpur","sal",4,50,1,1,75,4.3,29.2,67.2,0.8,71.9,0.224040196,4.311772483,0.0273972602739726,71.9,65.6813519805143,65.6813519805143,66.6155233753033,1.14660898745386
"496",496,23,"15ds","bansal","sal",44,438180,3193372,"kanchanpur","sal",4,50,1,1,75,4.3,29.2,67.2,0.3,79,4.311772483,4.311772483,0.0102739726027397,79,66.7863705152724,66.7863705152724,78.5773483336109,1.23462623421051
"497",497,24,"17ds","bansah","sal",44,441467,3195299,"kanchanpur","sal",4,65,2,1,75,3.4,29.8,59.7,29.8,0,0.004673963,3.301909506,1,0,2.91629920625543,2.91629920625543,0.380533959480402,-0.00763321063843492
"498",498,24,"17ds","bansah","sal",44,441467,3195299,"kanchanpur","sal",4,65,2,1,75,3.4,29.8,59.7,27.3,6.9,0.002246128,3.301909506,0.916107382550336,6.9,8.33014840339233,8.33014840339233,7.89295210891918,0.152173462071932
"499",499,24,"17ds","bansah","sal",44,441467,3195299,"kanchanpur","sal",4,65,2,1,75,3.4,29.8,59.7,26.9,10,0.014307653,3.301909506,0.902684563758389,10,9.19636427493423,9.19636427493423,9.00174294581966,0.169730554394063
"500",500,24,"17ds","bansah","sal",44,441467,3195299,"kanchanpur","sal",4,65,2,1,75,3.4,29.8,59.7,26,17.3,0.051857526,3.301909506,0.87248322147651,17.3,11.1453499859035,11.1453499859035,11.4179597616341,0.204993793985201
"501",501,24,"17ds","bansah","sal",44,441467,3195299,"kanchanpur","sal",4,65,2,1,75,3.4,29.8,59.7,24,19,0.010459232,3.301909506,0.805369127516778,19,15.476429343613,15.476429343613,16.4643308133859,0.273666561395474
"502",502,24,"17ds","bansah","sal",44,441467,3195299,"kanchanpur","sal",4,65,2,1,75,3.4,29.8,59.7,23.5,20,0.05842813,3.301909506,0.788590604026846,20,16.5591991830404,16.5591991830404,17.6710679672162,0.290600261717584
"503",503,24,"17ds","bansah","sal",44,441467,3195299,"kanchanpur","sal",4,65,2,1,75,3.4,29.8,59.7,22,22.4,0.088492914,3.301909506,0.738255033557047,22.4,19.8075087013226,19.8075087013226,21.2011307091551,0.343954941694724
"504",504,24,"17ds","bansah","sal",44,441467,3195299,"kanchanpur","sal",4,65,2,1,75,3.4,29.8,59.7,20,25,0.111542099,3.301909506,0.671140939597315,25,24.1385880590321,24.1385880590321,25.7469663921539,0.423358264946951
"505",505,24,"17ds","bansah","sal",44,441467,3195299,"kanchanpur","sal",4,65,2,1,75,3.4,29.8,59.7,18,28.2,0.135515671,3.301909506,0.604026845637584,28.2,28.4696674167416,28.4696674167416,30.1057882201583,0.510002643064797
"506",506,24,"17ds","bansah","sal",44,441467,3195299,"kanchanpur","sal",4,65,2,1,75,3.4,29.8,59.7,16,30.5,0.163848859,3.301909506,0.536912751677852,30.5,32.8007467744511,32.8007467744511,34.2647469810398,0.596237112066087
"507",507,24,"17ds","bansah","sal",44,441467,3195299,"kanchanpur","sal",4,65,2,1,75,3.4,29.8,59.7,14,34,0.210858265,3.301909506,0.469798657718121,34,37.1318261321606,37.1318261321606,38.2109934626701,0.672229774330424
"508",508,24,"17ds","bansah","sal",44,441467,3195299,"kanchanpur","sal",4,65,2,1,75,3.4,29.8,59.7,12,39.1,0.272117515,3.301909506,0.402684563758389,39.1,41.4629054898701,41.4629054898701,41.9307375951052,0.729563940855787
"509",509,24,"17ds","bansah","sal",44,441467,3195299,"kanchanpur","sal",4,65,2,1,75,3.4,29.8,59.7,10,44,0.322597494,3.301909506,0.335570469798658,44,45.7939848475797,45.7939848475797,45.3664994930777,0.764834273515092
"510",510,24,"17ds","bansah","sal",44,441467,3195299,"kanchanpur","sal",4,65,2,1,75,3.4,29.8,59.7,8,46.6,0.397026697,3.301909506,0.268456375838926,46.6,50.1250642052892,50.1250642052892,48.3995474742287,0.783242927312787
"511",511,24,"17ds","bansah","sal",44,441467,3195299,"kanchanpur","sal",4,65,2,1,75,3.4,29.8,59.7,4,52.8,0.268270749,3.301909506,0.134228187919463,52.8,58.7872229207082,58.7872229207082,52.7642572098188,0.854898137538305
"512",512,24,"17ds","bansah","sal",44,441467,3195299,"kanchanpur","sal",4,65,2,1,75,3.4,29.8,59.7,6,53.7,0.445427787,3.301909506,0.201342281879195,53.7,54.4561435629987,54.4561435629987,50.9065704194963,0.802195692641436
"513",513,24,"17ds","bansah","sal",44,441467,3195299,"kanchanpur","sal",4,65,2,1,75,3.4,29.8,59.7,2.8,53.9,0.239883762,3.301909506,0.0939597315436242,53.9,61.3858705353339,61.3858705353339,53.5161404573323,0.923687087730843
"514",514,24,"17ds","bansah","sal",44,441467,3195299,"kanchanpur","sal",4,65,2,1,75,3.4,29.8,59.7,1.8,56.6,0.132878578,3.301909506,0.0604026845637584,56.6,63.5514102141887,63.5514102141887,55.6491185235824,1.01529829435442
"515",515,24,"17ds","bansah","sal",44,441467,3195299,"kanchanpur","sal",4,65,2,1,75,3.4,29.8,59.7,1.3,59.7,0.152933914,3.301909506,0.0436241610738255,59.7,64.634180053616,64.634180053616,59.5892941446372,1.07624661907121
"516",516,24,"17ds","bansah","sal",44,441467,3195299,"kanchanpur","sal",4,65,2,1,75,3.4,29.8,59.7,0.8,65,0.218542571,3.301909506,0.0268456375838926,65,65.7169498930434,65.7169498930434,66.9220830784218,1.14921521318883
"517",517,24,"17ds","bansah","sal",44,441467,3195299,"kanchanpur","sal",4,65,2,1,75,3.4,29.8,59.7,0.3,83.1,0.088919333,3.301909506,0.0100671140939597,83.1,66.7997197324708,66.7997197324708,78.7551020155189,1.2357830110588
"518",518,24,"17ds","bansah","sal",44,441467,3195299,"kanchanpur","sal",4,65,2,1,75,3.4,29.8,59.7,0.15,90.5,3.390828839,3.301909506,0.00503355704697987,90.5,67.124550684299,67.124550684299,83.3481412425361,1.26465503459605
"519",519,25,"18ds","bansha","sal",44,441431,3195304,"kanchanpur","sal",4,65,2,1,75,3.4,26.8,50.9,26.8,0,0.006184828,2.056480994,1,0,2.91629920625543,2.91629920625543,0.380533959480402,-0.00763321063843492
"520",520,25,"18ds","bansha","sal",44,441431,3195304,"kanchanpur","sal",4,65,2,1,75,3.4,26.8,50.9,24,7.5,0.003787495,2.056480994,0.895522388059702,7.5,9.65856154967487,9.65856154967487,9.58427037093799,0.178560381836009
"521",521,25,"18ds","bansha","sal",44,441431,3195304,"kanchanpur","sal",4,65,2,1,75,3.4,26.8,50.9,23,10,0.0186436,2.056480994,0.858208955223881,10,12.0665123866104,12.0665123866104,12.5254738945037,0.220258858108794
"522",522,25,"18ds","bansha","sal",44,441431,3195304,"kanchanpur","sal",4,65,2,1,75,3.4,26.8,50.9,22,15.6,0.047302702,2.056480994,0.82089552238806,15.6,14.4744632235459,14.4744632235459,15.3304790745603,0.258147735909912
"523",523,25,"18ds","bansha","sal",44,441431,3195304,"kanchanpur","sal",4,65,2,1,75,3.4,26.8,50.9,20,20,0.004071033,2.056480994,0.746268656716418,20,19.2903648974169,19.2903648974169,20.6464528707208,0.335129706360129
