"","SN","Id","tree_id","location","species","UTM","X","Y","district","forest_type","dev_status","density","quality","crown","st_ht","cr_ht","Ht","dbh","Hx","Dx","v_ob","Vol_tree","x","y","predictions","pred_model1","pred_sm","pred_fit"
"1414",1414,67,"ktd208","hariyali mandir","sal",44,447815,3191050,"kanchanpur","sal",3,75,1,1,75,4.5,31.7,47.5,1.8,44.1,0.082485187,2.264626339,0.056782334384858,44.1,63.7850425707087,63.7850425707087,56.267995982348,1.02750789633255
"1415",1415,67,"ktd208","hariyali mandir","sal",44,447815,3191050,"kanchanpur","sal",3,75,1,1,75,4.5,31.7,47.5,1.3,47.5,0.092994094,2.264626339,0.0410094637223975,47.5,64.8029145333249,64.8029145333249,60.4807861995839,1.0867883855978
"1416",1416,67,"ktd208","hariyali mandir","sal",44,447815,3191050,"kanchanpur","sal",3,75,1,1,75,4.5,31.7,47.5,0.8,49.8,0.099763045,2.264626339,0.0252365930599369,49.8,65.8207864959412,65.8207864959412,67.844227546539,1.15690151616429
"1417",1417,67,"ktd208","hariyali mandir","sal",44,447815,3191050,"kanchanpur","sal",3,75,1,1,75,4.5,31.7,47.5,0.3,51,0.031866591,2.264626339,0.00946372239747634,51,66.8386584585575,66.8386584585575,79.2784739780076,1.23917052823568
"1418",1418,67,"ktd208","hariyali mandir","sal",44,447815,3191050,"kanchanpur","sal",3,75,1,1,75,4.5,31.7,47.5,0.15,53,2.296492929,2.264626339,0.00473186119873817,53,67.1440200473424,67.1440200473424,83.64011791517,1.26643025688881
"1419",1419,68,"ktd209","haruyali mandir","sal",44,447757,3191074,"kanchanpur","sal",4,75,1,1,75,13,36.3,79.3,36.3,0,0.011257042,6.927473885,1,0,2.91629920625543,2.91629920625543,0.380533959480402,-0.00763321063843492
"1420",1420,68,"ktd209","haruyali mandir","sal",44,447757,3191074,"kanchanpur","sal",4,75,1,1,75,13,36.3,79.3,34,10,0.018292693,6.927473885,0.9366391184573,10,7.00517219767981,7.00517219767981,6.15124958003037,0.122164680427737
"1421",1421,68,"ktd209","haruyali mandir","sal",44,447757,3191074,"kanchanpur","sal",4,75,1,1,75,13,36.3,79.3,32,15,0.039585433,6.927473885,0.881542699724518,15,10.5607139293532,10.5607139293532,10.7039814963414,0.194911288849797
"1422",1422,68,"ktd209","haruyali mandir","sal",44,447757,3191074,"kanchanpur","sal",4,75,1,1,75,13,36.3,79.3,31,20,0.012912173,6.927473885,0.853994490358127,20,12.3384847951899,12.3384847951899,12.8485832747097,0.224651811744092
"1423",1423,68,"ktd209","haruyali mandir","sal",44,447757,3191074,"kanchanpur","sal",4,75,1,1,75,13,36.3,79.3,30,21.2,0.091706668,6.927473885,0.826446280991736,21.2,14.1162556610266,14.1162556610266,14.9207100041079,0.252600587842311
"1424",1424,68,"ktd209","haruyali mandir","sal",44,447757,3191074,"kanchanpur","sal",4,75,1,1,75,13,36.3,79.3,28,26.8,0.137334599,6.927473885,0.771349862258953,26.8,17.6717973927,17.6717973927,18.893641528659,0.308360491368687
"1425",1425,68,"ktd209","haruyali mandir","sal",44,447757,3191074,"kanchanpur","sal",4,75,1,1,75,13,36.3,79.3,26,32.1,0.205332367,6.927473885,0.716253443526171,32.1,21.2273391243733,21.2273391243733,22.7111789945074,0.368915397826044
"1426",1426,68,"ktd209","haruyali mandir","sal",44,447757,3191074,"kanchanpur","sal",4,75,1,1,75,13,36.3,79.3,24,39.8,0.29173257,6.927473885,0.661157024793388,39.8,24.7828808560467,24.7828808560467,26.4075385409492,0.435927055056704
"1427",1427,68,"ktd209","haruyali mandir","sal",44,447757,3191074,"kanchanpur","sal",4,75,1,1,75,13,36.3,79.3,21.9,44.2,0.316592467,6.927473885,0.603305785123967,44.2,28.5161996743038,28.5161996743038,30.1515563632941,0.510948256498682
"1428",1428,68,"ktd209","haruyali mandir","sal",44,447757,3191074,"kanchanpur","sal",4,75,1,1,75,13,36.3,79.3,20,47.85,0.388122311,6.927473885,0.550964187327824,47.85,31.8939643193935,31.8939643193935,33.4111774381598,0.578699550502819
"1429",1429,68,"ktd209","haruyali mandir","sal",44,447757,3191074,"kanchanpur","sal",4,75,1,1,75,13,36.3,79.3,16,48.5,0.40451996,6.927473885,0.440771349862259,48.5,39.0050477827402,39.0050477827402,39.8486497458963,0.699671819789406
"1430",1430,68,"ktd209","haruyali mandir","sal",44,447757,3191074,"kanchanpur","sal",4,75,1,1,75,13,36.3,79.3,18,51.5,0.393040919,6.927473885,0.495867768595041,51.5,35.4495060510668,35.4495060510668,36.7042388903555,0.64453841673309
"1431",1431,68,"ktd209","haruyali mandir","sal",44,447757,3191074,"kanchanpur","sal",4,75,1,1,75,13,36.3,79.3,14,52.9,0.466073725,6.927473885,0.385674931129477,52.9,42.5605895144136,42.5605895144136,42.832816252335,0.740561229913522
"1432",1432,68,"ktd209","haruyali mandir","sal",44,447757,3191074,"kanchanpur","sal",4,75,1,1,75,13,36.3,79.3,12,56,0.505958209,6.927473885,0.330578512396694,56,46.116131246087,46.116131246087,45.6074812711661,0.766650656861726
"1433",1433,68,"ktd209","haruyali mandir","sal",44,447757,3191074,"kanchanpur","sal",4,75,1,1,75,13,36.3,79.3,10,57.5,0.544287651,6.927473885,0.275482093663912,57.5,49.6716729777604,49.6716729777604,48.1045612115422,0.781707514916374
"1434",1434,68,"ktd209","haruyali mandir","sal",44,447757,3191074,"kanchanpur","sal",4,75,1,1,75,13,36.3,79.3,8,60.2,0.624662143,6.927473885,0.220385674931129,60.2,53.2272147094337,53.2272147094337,50.255833019543,0.795163487897442
"1435",1435,68,"ktd209","haruyali mandir","sal",44,447757,3191074,"kanchanpur","sal",4,75,1,1,75,13,36.3,79.3,6,65.8,0.719394861,6.927473885,0.165289256198347,65.8,56.7827564411071,56.7827564411071,51.9930736412477,0.823455394174072
"1436",1436,68,"ktd209","haruyali mandir","sal",44,447757,3191074,"kanchanpur","sal",4,75,1,1,75,13,36.3,79.3,4,69.5,0.475301096,6.927473885,0.110192837465565,69.5,60.3382981727805,60.3382981727805,53.2480600227361,0.89136605167612
"1437",1437,68,"ktd209","haruyali mandir","sal",44,447757,3191074,"kanchanpur","sal",4,75,1,1,75,13,36.3,79.3,2.8,72.5,0.432626175,6.927473885,0.0771349862258953,72.5,62.4716232117845,62.4716232117845,53.9963734348341,0.965025699531399
"1438",1438,68,"ktd209","haruyali mandir","sal",44,447757,3191074,"kanchanpur","sal",4,75,1,1,75,13,36.3,79.3,1.8,75.9,0.236580475,6.927473885,0.0495867768595041,75.9,64.2493940776212,64.2493940776212,57.8577896509328,1.0532888370907
"1439",1439,68,"ktd209","haruyali mandir","sal",44,447757,3191074,"kanchanpur","sal",4,75,1,1,75,13,36.3,79.3,1.3,79.3,0.263664917,6.927473885,0.0358126721763085,79.3,65.1382795105395,65.1382795105395,62.5138008799426,1.10862943234773
"1440",1440,68,"ktd209","haruyali mandir","sal",44,447757,3191074,"kanchanpur","sal",4,75,1,1,75,13,36.3,79.3,0.8,84.5,0.34849543,6.927473885,0.022038567493113,84.5,66.0271649434579,66.0271649434579,69.8037468681465,1.1725550541209
"1441",1441,68,"ktd209","haruyali mandir","sal",44,447757,3191074,"kanchanpur","sal",4,75,1,1,75,13,36.3,79.3,0.3,103,0.151604863,6.927473885,0.00826446280991736,103,66.9160503763762,66.9160503763762,80.3404271244601,1.24596231674469
"1442",1442,68,"ktd209","haruyali mandir","sal",44,447757,3191074,"kanchanpur","sal",4,75,1,1,75,13,36.3,79.3,0.15,123,7.079078748,6.927473885,0.00413223140495868,123,67.1827160062517,67.1827160062517,84.2261579102183,1.26997378336663
"1443",1443,69,"ktd210","hariyali ","sal",44,447692,3190902,"kanchanpur","sal",3,75,1,1,75,3.9,30.6,62.6,30.6,0,0.010585489,2.947553293,1,0,2.91629920625543,2.91629920625543,0.380533959480402,-0.00763321063843492
"1444",1444,69,"ktd210","hariyali ","sal",44,447692,3190902,"kanchanpur","sal",3,75,1,1,75,3.9,30.6,62.6,28,10,0.00368772,2.947553293,0.915032679738562,10,8.39950228853213,8.39950228853213,7.98257104728567,0.153632905537902
"1445",1445,69,"ktd210","hariyali ","sal",44,447692,3190902,"kanchanpur","sal",3,75,1,1,75,3.9,30.6,62.6,27.5,11.5,0.020867021,2.947553293,0.898692810457516,11.5,9.45396441973918,9.45396441973918,9.32716885271812,0.174693609084972
"1446",1446,69,"ktd210","hariyali ","sal",44,447692,3190902,"kanchanpur","sal",3,75,1,1,75,3.9,30.6,62.6,26,14.9,0.050311515,2.947553293,0.849673202614379,14.9,12.6173508133603,12.6173508133603,13.1781215078531,0.229113494462322
"1447",1447,69,"ktd210","hariyali ","sal",44,447692,3190902,"kanchanpur","sal",3,75,1,1,75,3.9,30.6,62.6,23.9,19.7,0.011024979,2.947553293,0.781045751633987,19.7,17.04609176443,17.04609176443,18.2080953194319,0.298318118816284
"1448",1448,69,"ktd210","hariyali ","sal",44,447692,3190902,"kanchanpur","sal",3,75,1,1,75,3.9,30.6,62.6,23.5,20,0.051751655,2.947553293,0.76797385620915,20,17.8896614693956,17.8896614693956,19.1312139483078,0.311893913666461
"1449",1449,69,"ktd210","hariyali ","sal",44,447692,3190902,"kanchanpur","sal",3,75,1,1,75,3.9,30.6,62.6,22,21.3,0.076101267,2.947553293,0.718954248366013,21.3,21.0530478630168,21.0530478630168,22.5268360844486,0.365793088163763
"1450",1450,69,"ktd210","hariyali ","sal",44,447692,3190902,"kanchanpur","sal",3,75,1,1,75,3.9,30.6,62.6,20,22.7,0.08646429,2.947553293,0.65359477124183,22.7,25.270896387845,25.270896387845,26.9051043429595,0.445548664788254
"1451",1451,69,"ktd210","hariyali ","sal",44,447692,3190902,"kanchanpur","sal",3,75,1,1,75,3.9,30.6,62.6,18,24.2,0.132561876,2.947553293,0.588235294117647,24.2,29.4887449126732,29.4887449126732,31.1028235061047,0.53068483379125
"1452",1452,69,"ktd210","hariyali ","sal",44,447692,3190902,"kanchanpur","sal",3,75,1,1,75,3.9,30.6,62.6,16,33.2,0.178427776,2.947553293,0.522875816993464,33.2,33.7065934375015,33.7065934375015,35.1081260254801,0.613303423455171
"1453",1453,69,"ktd210","hariyali ","sal",44,447692,3190902,"kanchanpur","sal",3,75,1,1,75,3.9,30.6,62.6,14,34.2,0.193645202,2.947553293,0.457516339869281,34.2,37.9244419623297,37.9244419623297,38.9091443526814,0.684305685500487
"1454",1454,69,"ktd210","hariyali ","sal",44,447692,3190902,"kanchanpur","sal",3,75,1,1,75,3.9,30.6,62.6,12,36,0.216990473,2.947553293,0.392156862745098,36,42.1422904871579,42.1422904871579,42.4913015963343,0.736542298693822
"1455",1455,69,"ktd210","hariyali ","sal",44,447692,3190902,"kanchanpur","sal",3,75,1,1,75,3.9,30.6,62.6,10,38.3,0.242125615,2.947553293,0.326797385620915,38.3,46.3601390119861,46.3601390119861,45.7884974594887,0.767963372456041
"1456",1456,69,"ktd210","hariyali ","sal",44,447692,3190902,"kanchanpur","sal",3,75,1,1,75,3.9,30.6,62.6,8,40.2,0.274168915,2.947553293,0.261437908496732,40.2,50.5779875368143,50.5779875368143,48.6884737994578,0.784768450470365
"1457",1457,69,"ktd210","hariyali ","sal",44,447692,3190902,"kanchanpur","sal",3,75,1,1,75,3.9,30.6,62.6,6,43.3,0.296759677,2.947553293,0.196078431372549,43.3,54.7958360616426,54.7958360616426,51.0773403123367,0.804556514290457
"1458",1458,69,"ktd210","hariyali ","sal",44,447692,3190902,"kanchanpur","sal",3,75,1,1,75,3.9,30.6,62.6,4.3,50.7,0.358542144,2.947553293,0.140522875816993,50.7,58.3810073077466,58.3810073077466,52.620947807861,0.847259133014974
"1459",1459,69,"ktd210","hariyali ","sal",44,447692,3190902,"kanchanpur","sal",3,75,1,1,75,3.9,30.6,62.6,0.8,55.6,0.165902615,2.947553293,0.0261437908496732,55.6,65.762242226196,65.762242226196,67.3191652900102,1.15255243709233
"1460",1460,69,"ktd210","hariyali ","sal",44,447692,3190902,"kanchanpur","sal",3,75,1,1,75,3.9,30.6,62.6,2.8,59.3,0.288064947,2.947553293,0.0915032679738562,59.3,61.5443937013677,61.5443937013677,53.5552860507162,0.929196814099365
"1461",1461,69,"ktd210","hariyali ","sal",44,447692,3190902,"kanchanpur","sal",3,75,1,1,75,3.9,30.6,62.6,1.8,61.8,0.151930794,2.947553293,0.0588235294117647,61.8,63.6533179637818,63.6533179637818,55.9053292545695,1.02056279222367
"1462",1462,69,"ktd210","hariyali ","sal",44,447692,3190902,"kanchanpur","sal",3,75,1,1,75,3.9,30.6,62.6,1.3,62.6,0.137639325,2.947553293,0.042483660130719,62.6,64.7077800949889,64.7077800949889,59.9677750874687,1.08080860858519
"1463",1463,69,"ktd210","hariyali ","sal",44,447692,3190902,"kanchanpur","sal",3,75,1,1,75,3.9,30.6,62.6,0.3,73.2,0.071264829,2.947553293,0.00980392156862745,73.2,66.816704357403,66.816704357403,78.9824960239396,1.23725817229338
"1464",1464,69,"ktd210","hariyali ","sal",44,447692,3190902,"kanchanpur","sal",3,75,1,1,75,3.9,30.6,62.6,0.15,82.1,3.018818122,2.947553293,0.00490196078431373,82.1,67.1330429967651,67.1330429967651,83.47526157392,1.26542873698232
"1465",1465,70,"ktd211","banka","sal",44,442086,3194912,"Kanchanpur","sal asna",4,75,1,1,69,9.9,33.3,88,33.3,0,0.001080205,6.019480008,1,0,2.91629920625543,2.91629920625543,0.380533959480402,-0.00763321063843492
"1466",1466,70,"ktd211","banka","sal",44,442086,3194912,"Kanchanpur","sal asna",4,75,1,1,69,9.9,33.3,88,32,4.6,0.007905271,6.019480008,0.960960960960961,4.6,5.43560873054471,5.43560873054471,4.01070947809707,0.0801698599405825
"1467",1467,70,"ktd211","banka","sal",44,442086,3194912,"Kanchanpur","sal asna",4,75,1,1,69,9.9,33.3,88,30.3,10,0.002966676,6.019480008,0.90990990990991,10,8.73009041615379,8.73009041615379,8.40771796455036,0.160456276033113
"1468",1468,70,"ktd211","banka","sal",44,442086,3194912,"Kanchanpur","sal asna",4,75,1,1,69,9.9,33.3,88,30,11.1,0.028061449,6.019480008,0.900900900900901,11.1,9.31146953714362,9.31146953714362,9.14739409708349,0.171961662741809
"1469",1469,70,"ktd211","banka","sal",44,442086,3194912,"Kanchanpur","sal asna",4,75,1,1,69,9.9,33.3,88,28,15.3,0.048248728,6.019480008,0.840840840840841,15.3,13.1873303437425,13.1873303437425,13.8463100108736,0.238123791344719
"1470",1470,70,"ktd211","banka","sal",44,442086,3194912,"Kanchanpur","sal asna",4,75,1,1,69,9.9,33.3,88,26,19.5,0.003063944,6.019480008,0.780780780780781,19.5,17.0631911503414,17.0631911503414,18.2268968249332,0.298590610781865
"1471",1471,70,"ktd211","banka","sal",44,442086,3194912,"Kanchanpur","sal asna",4,75,1,1,69,9.9,33.3,88,25.9,20,0.064654583,6.019480008,0.777777777777778,20,17.2569841906714,17.2569841906714,18.4397124746913,0.301686221782806
"1472",1472,70,"ktd211","banka","sal",44,442086,3194912,"Kanchanpur","sal asna",4,75,1,1,69,9.9,33.3,88,24,21.6,0.086121866,6.019480008,0.720720720720721,21.6,20.9390519569403,20.9390519569403,22.4061100035757,0.363759749281544
"1473",1473,70,"ktd211","banka","sal",44,442086,3194912,"Kanchanpur","sal asna",4,75,1,1,69,9.9,33.3,88,22,25.1,0.106733248,6.019480008,0.660660660660661,25.1,24.8149127635393,24.8149127635393,26.4402710532948,0.436556038021612
"1474",1474,70,"ktd211","banka","sal",44,442086,3194912,"Kanchanpur","sal asna",4,75,1,1,69,9.9,33.3,88,20,27,0.144343286,6.019480008,0.600600600600601,27,28.6907735701382,28.6907735701382,30.3230576461573,0.514495450883251
"1475",1475,70,"ktd211","banka","sal",44,442086,3194912,"Kanchanpur","sal asna",4,75,1,1,69,9.9,33.3,88,18,33.3,0.153080386,6.019480008,0.540540540540541,33.3,32.5666343767371,32.5666343767371,34.0452612037476,0.591749044204726
"1476",1476,70,"ktd211","banka","sal",44,442086,3194912,"Kanchanpur","sal asna",4,75,1,1,69,9.9,33.3,88,16.5,38.6,0.350406837,6.019480008,0.495495495495496,38.6,35.4735299816863,35.4735299816863,36.72599171959,0.644952070289333
"1477",1477,70,"ktd211","banka","sal",44,442086,3194912,"Kanchanpur","sal asna",4,75,1,1,69,9.9,33.3,88,14,45.6,0.38558771,6.019480008,0.42042042042042,45.6,40.3183559899349,40.3183559899349,40.9710624515533,0.716542048388167
"1478",1478,70,"ktd211","banka","sal",44,442086,3194912,"Kanchanpur","sal asna",4,75,1,1,69,9.9,33.3,88,12,53.2,0.478393318,6.019480008,0.36036036036036,53.2,44.1942167965338,44.1942167965338,44.1377819732711,0.7542744419959
"1479",1479,70,"ktd211","banka","sal",44,442086,3194912,"Kanchanpur","sal asna",4,75,1,1,69,9.9,33.3,88,10.1,60.7,0.644385521,6.019480008,0.303303303303303,60.7,47.8762845628028,47.8762845628028,46.882592488379,0.775044362445127
"1480",1480,70,"ktd211","banka","sal",44,442086,3194912,"Kanchanpur","sal asna",4,75,1,1,69,9.9,33.3,88,8,63.4,0.6831286,6.019480008,0.24024024024024,63.4,51.9459384097316,51.9459384097316,49.524751805864,0.789628870518122
"1481",1481,70,"ktd211","banka","sal",44,442086,3194912,"Kanchanpur","sal asna",4,75,1,1,69,9.9,33.3,88,6,68.4,0.802175742,6.019480008,0.18018018018018,68.4,55.8217992163305,55.8217992163305,51.568256632575,0.813100756272429
"1482",1482,70,"ktd211","banka","sal",44,442086,3194912,"Kanchanpur","sal asna",4,75,1,1,69,9.9,33.3,88,4,74.4,0.543869517,6.019480008,0.12012012012012,74.4,59.6976600229294,59.6976600229294,53.0606110767863,0.874797464968595
"1483",1483,70,"ktd211","banka","sal",44,442086,3194912,"Kanchanpur","sal asna",4,75,1,1,69,9.9,33.3,88,2.8,77.5,0.510962619,6.019480008,0.0840840840840841,77.5,62.0231765068888,62.0231765068888,53.7179078811586,0.946906691100831
"1484",1484,70,"ktd211","banka","sal",44,442086,3194912,"Kanchanpur","sal asna",4,75,1,1,69,9.9,33.3,88,1.8,83.7,0.289600945,6.019480008,0.0540540540540541,83.7,63.9611069101882,63.9611069101882,56.8114215301739,1.03704198987227
"1485",1485,70,"ktd211","banka","sal",44,442086,3194912,"Kanchanpur","sal asna",4,75,1,1,69,9.9,33.3,88,1.3,88,0.31823395,6.019480008,0.039039039039039,88,64.930072111838,64.930072111838,61.209591662321,1.09492886794241
"1486",1486,70,"ktd211","banka","sal",44,442086,3194912,"Kanchanpur","sal asna",4,75,1,1,69,9.9,33.3,88,0.8,92,0.366475609,6.019480008,0.024024024024024,92,65.8990373134877,65.8990373134877,68.5670905680762,1.16277733938152
"1487",1487,70,"ktd211","banka","sal",44,442086,3194912,"Kanchanpur","sal asna",4,75,1,1,69,9.9,33.3,88,0.3,101,6.019480008,6.019480008,0.00900900900900901,101,66.8680025151374,66.8680025151374,79.6777081738258,1.24173645392651
"1488",1488,71,"ktd212","Banka","sal",44,441991,3195138,"kanchanpur","sal",4,85,1,1,69,23.3,38.7,77,38.7,0,0.008974009,6.007968567,1,0,2.91629920625543,2.91629920625543,0.380533959480402,-0.00763321063843492
"1489",1489,71,"ktd212","Banka","sal",44,441991,3195138,"kanchanpur","sal",4,85,1,1,69,23.3,38.7,77,36,9.2,0.001581945,6.007968567,0.930232558139535,9.2,7.41860728275812,7.41860728275812,6.70087527300293,0.131993900986062
"1490",1490,71,"ktd212","Banka","sal",44,441991,3195138,"kanchanpur","sal",4,85,1,1,69,23.3,38.7,77,35.8,10,0.00344791,6.007968567,0.925064599483204,10,7.75211158472129,7.75211158472129,7.14011990036665,0.139602541926543
"1491",1491,71,"ktd212","Banka","sal",44,441991,3195138,"kanchanpur","sal",4,85,1,1,69,23.3,38.7,77,35.4,11.4,0.02247704,6.007968567,0.914728682170542,11.4,8.41912018864761,8.41912018864761,8.00789416031058,0.154043929991737
"1492",1492,71,"ktd212","Banka","sal",44,441991,3195138,"kanchanpur","sal",4,85,1,1,69,23.3,38.7,77,34,16.7,0.047067524,6.007968567,0.878552971576227,16.7,10.7536503023897,10.7536503023897,10.9405864535227,0.198278147964229
"1493",1493,71,"ktd212","Banka","sal",44,441991,3195138,"kanchanpur","sal",4,85,1,1,69,23.3,38.7,77,32,17.9,0.02546064,6.007968567,0.82687338501292,17.9,14.0886933220214,14.0886933220214,14.889078933165,0.252173297582335
"1494",1494,71,"ktd212","Banka","sal",44,441991,3195138,"kanchanpur","sal",4,85,1,1,69,23.3,38.7,77,31.1,20,0.04174598,6.007968567,0.803617571059432,20,15.5894626808556,15.5894626808556,16.5911646380028,0.275423137689037
"1495",1495,71,"ktd212","Banka","sal",44,441991,3195138,"kanchanpur","sal",4,85,1,1,69,23.3,38.7,77,30,23.8,0.119961319,6.007968567,0.775193798449612,23.8,17.423736341653,17.423736341653,18.6224463179727,0.304361109600953
"1496",1496,71,"ktd212","Banka","sal",44,441991,3195138,"kanchanpur","sal",4,85,1,1,69,23.3,38.7,77,28,31,0.167390901,6.007968567,0.723514211886305,31,20.7587793612846,20.7587793612846,22.2149434168303,0.360558501087518
"1497",1497,71,"ktd212","Banka","sal",44,441991,3195138,"kanchanpur","sal",4,85,1,1,69,23.3,38.7,77,26,35,0.20822453,6.007968567,0.671834625322997,35,24.0938223809162,24.0938223809162,25.7009153684646,0.422491107843257
"1498",1498,71,"ktd212","Banka","sal",44,441991,3195138,"kanchanpur","sal",4,85,1,1,69,23.3,38.7,77,24,36.9,0.227621309,6.007968567,0.62015503875969,36.9,27.4288654005478,27.4288654005478,29.0760781108346,0.488866845830096
"1499",1499,71,"ktd212","Banka","sal",44,441991,3195138,"kanchanpur","sal",4,85,1,1,69,23.3,38.7,77,22,39.2,0.249504998,6.007968567,0.568475452196382,39.2,30.7639084201794,30.7639084201794,32.3345649639943,0.556349472597563
"1500",1500,71,"ktd212","Banka","sal",44,441991,3195138,"kanchanpur","sal",4,85,1,1,69,23.3,38.7,77,20,40.5,0.27811778,6.007968567,0.516795865633075,40.5,34.0989514398111,34.0989514398111,35.4705092479973,0.620532148709719
"1501",1501,71,"ktd212","Banka","sal",44,441991,3195138,"kanchanpur","sal",4,85,1,1,69,23.3,38.7,77,18,43.6,0.301345246,6.007968567,0.465116279069767,43.6,37.4339944594427,37.4339944594427,38.4780442828977,0.676910999172057
"1502",1502,71,"ktd212","Banka","sal",44,441991,3195138,"kanchanpur","sal",4,85,1,1,69,23.3,38.7,77,16,44,0.340617138,6.007968567,0.41343669250646,44,40.7690374790743,40.7690374790743,41.3511307128779,0.721858674858428
"1503",1503,71,"ktd212","Banka","sal",44,441991,3195138,"kanchanpur","sal",4,85,1,1,69,23.3,38.7,77,14,49,0.330018345,6.007968567,0.361757105943152,49,44.1040804987059,44.1040804987059,44.067043595982,0.753597913937948
"1504",1504,71,"ktd212","Banka","sal",44,441991,3195138,"kanchanpur","sal",4,85,1,1,69,23.3,38.7,77,10,51.6,0.427232219,6.007968567,0.258397932816537,51.6,50.7741665379692,50.7741665379692,48.8117982555018,0.785433839990713
"1505",1505,71,"ktd212","Banka","sal",44,441991,3195138,"kanchanpur","sal",4,85,1,1,69,23.3,38.7,77,8,52.7,0.464415013,6.007968567,0.20671834625323,52.7,54.1092095576008,54.1092095576008,50.7280375062359,0.799988492620749
"1506",1506,71,"ktd212","Banka","sal",44,441991,3195138,"kanchanpur","sal",4,85,1,1,69,23.3,38.7,77,12.4,53.4,0.519678239,6.007968567,0.320413436692506,53.4,46.7721149144112,46.7721149144112,46.0910916005582,0.770062667373919
"1507",1507,71,"ktd212","Banka","sal",44,441991,3195138,"kanchanpur","sal",4,85,1,1,69,23.3,38.7,77,6,56,0.521539264,6.007968567,0.155038759689922,56,57.4442525772324,57.4442525772324,52.2651163538316,0.832197762811345
"1508",1508,71,"ktd212","Banka","sal",44,441991,3195138,"kanchanpur","sal",4,85,1,1,69,23.3,38.7,77,4,59.2,0.358161158,6.007968567,0.103359173126615,59.2,60.779295596864,60.779295596864,53.3667335354484,0.904138246611658
"1509",1509,71,"ktd212","Banka","sal",44,441991,3195138,"kanchanpur","sal",4,85,1,1,69,23.3,38.7,77,2.8,64,0.353261675,6.007968567,0.0723514211886305,64,62.780321408643,62.780321408643,54.3009775238683,0.97840790434187
"1510",1510,71,"ktd212","Banka","sal",44,441991,3195138,"kanchanpur","sal",4,85,1,1,69,23.3,38.7,77,1.8,70,0.212620647,6.007968567,0.0465116279069767,70,64.4478429184588,64.4478429184588,58.7003606858563,1.0649438141591
"1511",1511,71,"ktd212","Banka","sal",44,441991,3195138,"kanchanpur","sal",4,85,1,1,69,23.3,38.7,77,1.3,77,0.385306781,6.007968567,0.0335917312661499,77,65.2816036733667,65.2816036733667,63.4950850421695,1.11833343346962
"1512",1512,71,"ktd212","Banka","sal",44,441991,3195138,"kanchanpur","sal",4,85,1,1,69,23.3,38.7,77,0.8,102.1,0.392196955,6.007968567,0.020671834625323,102.1,66.1153644282746,66.1153644282746,70.6941172216915,1.17940002491667
"1513",1513,71,"ktd212","Banka","sal",44,441991,3195138,"kanchanpur","sal",4,85,1,1,69,23.3,38.7,77,0.3,120.6,0.206965613,6.007968567,0.00775193798449612,120.6,66.9491251831825,66.9491251831825,80.8031717041693,1.24888897488966
"1514",1514,71,"ktd212","Banka","sal",44,441991,3195138,"kanchanpur","sal",4,85,1,1,69,23.3,38.7,77,0.15,143.5,6.21493418,6.007968567,0.00387596899224806,143.5,67.1992534096549,67.1992534096549,84.4789467127112,1.27149436381519
"1515",1515,72,"ts137","bansha","sal",44,521478,3165068,"kailali","sal asna",4,40,2,2,48,11.65,26.8,39.2,26.8,0,0.005542706,1.315011009,1,0,2.91629920625543,2.91629920625543,0.380533959480402,-0.00763321063843492
"1516",1516,72,"ts137","bansha","sal",44,521478,3165068,"kailali","sal asna",4,40,2,2,48,11.65,26.8,39.2,24,7.1,0.012594556,1.315011009,0.895522388059702,7.1,9.65856154967487,9.65856154967487,9.58427037093799,0.178560381836009
"1517",1517,72,"ts137","bansha","sal",44,521478,3165068,"kailali","sal asna",4,40,2,2,48,11.65,26.8,39.2,22,10,0.003035388,1.315011009,0.82089552238806,10,14.4744632235459,14.4744632235459,15.3304790745603,0.258147735909912
"1518",1518,72,"ts137","bansha","sal",44,521478,3165068,"kailali","sal asna",4,40,2,2,48,11.65,26.8,39.2,21.5,10.5,0.021198646,1.315011009,0.802238805970149,10.5,15.6784386420137,15.6784386420137,16.6908575676543,0.276807295947351
"1519",1519,72,"ts137","bansha","sal",44,521478,3165068,"kailali","sal asna",4,40,2,2,48,11.65,26.8,39.2,20,15.8,0.039711702,1.315011009,0.746268656716418,15.8,19.2903648974169,19.2903648974169,20.6464528707208,0.335129706360129
"1520",1520,72,"ts137","bansha","sal",44,521478,3165068,"kailali","sal asna",4,40,2,2,48,11.65,26.8,39.2,18,16,0.041487434,1.315011009,0.671641791044776,16,24.106266571288,24.106266571288,25.7137188698817,0.422732081423815
"1521",1521,72,"ts137","bansha","sal",44,521478,3165068,"kailali","sal asna",4,40,2,2,48,11.65,26.8,39.2,16,16.5,0.052796834,1.315011009,0.597014925373134,16.5,28.922168245159,28.922168245159,30.5498773980705,0.519195277351327
"1522",1522,72,"ts137","bansha","sal",44,521478,3165068,"kailali","sal asna",4,40,2,2,48,11.65,26.8,39.2,14,20,0.099762259,1.315011009,0.522388059701492,20,33.73806991903,33.73806991903,35.1372631596847,0.613887195085126
"1523",1523,72,"ts137","bansha","sal",44,521478,3165068,"kailali","sal asna",4,40,2,2,48,11.65,26.8,39.2,8,28.8,0.15808028,1.315011009,0.298507462686567,28.8,48.1857749406431,48.1857749406431,47.0991443372276,0.776296549186767
